TIME(S)	ANN
261.6389	2
262.3750	2
263.0889	2
263.8056	2
264.5083	2
265.2056	2
265.9056	2
266.6778	2
267.4333	2
268.1667	2
268.9028	2
269.6167	2
270.3333	2
271.0417	2
271.7528	2
272.4750	2
273.2556	2
274.0139	2
274.7278	2
275.4361	2
276.1306	2
276.8472	2
277.5528	2
278.2667	2
279.0028	2
279.7833	2
280.5083	2
281.2056	2
281.8972	2
282.5750	2
283.2750	2
283.9889	2
284.7028	2
285.4222	2
286.1778	2
286.9000	2
287.5861	2
288.2750	2
288.9639	2
289.6722	2
290.3833	5
291.1583	2
291.8778	2
292.6278	2
293.3500	2
294.0389	2
294.7139	2
295.4139	2
296.1250	2
296.8667	2
297.6028	2
298.3222	2
299.0472	2
299.7778	2
300.4722	2
301.1472	2
301.8583	2
302.5889	2
303.3444	2
304.0861	2
304.8139	2
305.5278	2
306.2472	2
306.9417	2
307.6222	2
308.3389	2
309.0667	2
309.8250	2
310.5611	2
311.2722	2
311.9667	2
312.6972	2
313.3944	2
314.0972	2
314.8333	2
315.5722	2
316.3389	2
317.0750	2
317.7722	2
318.4528	2
319.1833	2
319.8917	2
320.5972	2
321.3444	2
322.0778	2
322.8250	2
323.5528	2
324.2500	2
324.9278	2
325.6694	2
326.3917	2
327.1139	2
327.8528	2
328.5778	2
329.2889	2
329.9889	2
330.6583	2
331.3167	2
332.0306	2
332.7417	2
333.4528	2
334.1417	2
334.8222	2
335.5000	2
336.1556	2
336.7861	2
337.4167	2
338.0556	2
338.7611	2
339.4194	2
340.0833	2
340.7278	2
341.3639	2
341.9972	2
342.6500	2
343.2667	2
343.8917	2
344.5472	2
345.2472	2
345.9083	2
346.5500	2
347.2000	2
347.8361	2
348.4778	2
349.1306	2
349.7694	2
350.4194	2
351.1028	2
351.8083	2
352.4778	2
353.1139	2
353.7556	2
354.3889	2
355.0444	2
355.7111	2
356.3778	2
357.0500	2
357.7583	2
358.4667	2
359.1500	2
359.7917	2
360.4444	2
361.0944	2
361.7778	2
362.4667	2
363.1694	2
363.8694	2
364.6000	2
365.2944	2
365.9556	2
366.6139	2
367.2833	2
367.9889	2
368.7250	2
369.4333	2
370.1389	2
370.8750	2
371.5917	2
372.2722	2
372.9389	2
373.6361	2
374.3444	2
375.0944	2
375.8250	2
376.5361	2
377.2583	2
377.9778	2
378.6667	2
379.3417	2
380.0444	2
380.7639	2
381.5139	2
382.2500	2
382.9694	2
383.6528	2
384.3694	2
385.0528	2
385.7250	2
386.4278	2
387.1500	2
387.9000	2
388.6444	2
389.3500	2
390.0194	2
390.7194	2
391.4139	2
392.1167	2
392.8167	2
393.5500	2
394.2861	2
395.0111	2
395.6889	2
396.3583	2
397.0444	2
397.7500	2
398.4500	2
399.1556	2
399.8806	2
400.5833	2
401.2972	2
401.9778	2
402.6472	2
403.3194	2
404.0444	2
404.7556	2
405.4722	2
406.1944	2
406.9083	2
407.6167	2
408.3222	2
409.0083	2
409.6778	2
410.4194	2
411.1694	2
411.8972	2
412.6056	2
413.3139	2
414.0139	2
414.7167	2
415.3917	2
416.0750	2
416.8139	2
417.5694	2
418.3000	2
418.9917	2
419.6917	2
420.3806	2
421.0778	2
421.7639	2
422.4611	2
423.2028	2
423.9556	2
424.6806	2
425.2028	5
426.0500	2
426.7222	2
427.4333	2
428.1250	2
428.6667	5
429.5694	2
430.3222	2
431.0361	2
431.7111	2
432.3833	2
433.0472	2
433.7361	2
434.4444	2
435.1500	2
435.8472	2
436.5806	2
437.2639	2
437.9222	2
438.5833	2
439.2556	2
439.9528	2
440.6806	2
441.4083	2
442.1139	2
442.8500	2
443.5556	2
444.2278	2
444.8944	2
445.5861	2
446.3028	2
447.0500	2
447.7694	2
448.4806	2
449.2083	2
449.9111	2
450.6000	2
451.2694	2
451.9722	2
452.6917	2
453.4472	2
454.1722	2
454.8722	2
455.5806	2
456.2944	2
456.9889	2
457.6694	2
458.3889	2
459.1194	2
459.8722	2
460.6000	2
461.2972	2
461.9944	2
462.7111	2
463.4056	2
464.0889	2
464.8167	2
465.5472	2
466.2972	2
467.0250	2
467.7222	2
468.4083	2
469.1389	2
469.8472	2
470.5583	2
471.3056	2
472.0417	2
472.7917	2
473.5083	2
474.2111	2
474.8972	2
475.6222	2
476.3417	2
477.0667	2
477.8000	2
478.5250	2
479.2583	2
479.9722	2
480.6556	2
481.3250	2
482.0500	2
482.7806	2
483.5083	2
484.2167	2
484.9361	2
485.6306	2
486.3194	2
486.9833	2
487.6500	2
488.3667	2
489.0361	5
489.8333	2
490.5250	2
491.2361	2
491.9083	2
492.6000	2
493.2889	2
493.9722	2
494.6750	2
495.4306	2
496.1500	2
496.8389	2
497.5111	2
498.1806	2
498.8639	2
499.5611	2
500.2444	2
500.9333	2
501.6667	2
502.4111	2
503.1222	2
503.7833	2
504.4694	2
505.1583	2
505.8722	2
506.5833	2
507.3056	2
508.0639	2
508.8167	2
509.5306	2
510.0694	5
510.9139	2
511.6194	2
512.3833	2
513.1194	2
513.8528	2
514.6167	2
515.3583	2
516.0556	2
516.7444	2
517.4500	2
518.1639	2
518.9222	2
519.6611	2
520.3861	2
521.1306	2
521.8472	2
522.5417	2
523.2278	2
523.9389	2
524.6806	2
525.4556	2
526.1861	2
526.9000	2
527.6250	2
528.3278	2
528.8861	5
529.7000	2
530.4194	2
531.1861	2
531.9444	2
532.6667	2
533.3611	2
534.0833	2
534.7778	2
535.4639	2
536.1611	2
536.8889	2
537.6361	2
538.3861	2
539.0861	2
539.7528	2
540.4583	2
541.1528	2
541.8417	2
542.5500	2
543.2861	2
544.0250	2
544.7694	2
545.4667	2
546.1333	2
546.8278	2
547.5417	2
548.2556	2
548.9583	2
549.6972	2
550.4278	2
551.1583	2
551.8472	2
552.5250	2
553.2333	2
553.9722	2
554.7139	2
555.4472	2
556.1972	2
556.9389	2
557.6667	2
558.3556	2
559.0500	2
559.7722	2
560.5222	2
561.2694	2
562.0028	2
562.7472	2
563.4611	2
564.1889	2
564.8861	2
565.5889	2
566.3278	2
567.1028	2
567.8583	2
568.5972	2
569.3306	2
570.0361	2
570.7639	2
571.4750	2
572.1861	2
572.9444	2
573.7306	2
574.4806	2
575.1944	2
575.9167	2
576.6222	2
577.3417	2
578.0583	2
578.7889	2
579.5472	2
580.3167	2
581.0472	2
581.7333	2
582.4333	2
583.1250	2
583.8389	2
584.5556	2
585.2861	2
586.0306	2
586.7778	2
587.4917	2
588.1722	2
588.8583	2
589.5472	2
590.2806	2
591.0194	2
591.7472	2
592.4750	2
593.2250	2
593.9250	2
594.6000	2
595.2972	2
596.0000	2
596.7556	2
597.5056	2
598.2333	2
598.9667	2
599.7167	2
600.4111	2
