TIME(S)	ANN
250.8333	3
251.7000	3
252.5667	3
253.4000	3
254.2500	3
255.1056	3
255.9639	3
256.8417	3
257.7222	3
258.5917	3
259.4944	3
260.3833	3
260.8833	14
261.2667	3
262.0972	3
262.9639	3
263.8111	3
264.3056	14
264.6778	3
265.5000	3
266.3111	3
267.1194	3
267.9167	3
268.7333	3
269.5500	3
270.3500	3
271.1611	3
271.9833	3
272.8028	3
273.6472	3
274.4722	3
275.0694	8
275.9833	3
276.8361	3
277.6444	3
278.4500	3
279.2639	3
279.8833	8
280.7694	3
281.6222	3
282.4194	3
283.2194	3
284.0361	3
284.6889	8
285.6167	3
286.5083	3
286.7056	37
287.9694	3
288.8806	3
289.7139	3
290.5333	3
291.3750	3
292.1889	3
292.9611	3
293.8361	3
294.6556	3
295.4889	3
296.3000	3
297.1111	3
297.9694	3
298.7917	3
299.6056	3
300.4306	3
301.2500	3
302.0583	3
302.8167	3
303.6111	3
304.3778	3
305.0389	8
305.8917	3
306.6944	3
307.4833	3
308.2722	3
309.0694	3
309.7111	8
310.6194	3
311.4556	3
312.2917	3
313.1028	3
313.9111	3
314.7583	3
315.5639	3
316.3778	3
317.2083	3
318.0250	3
318.8500	3
319.6750	3
320.5028	3
321.3333	3
322.1583	3
322.9944	3
323.8333	3
324.6694	3
325.4917	3
326.3306	3
327.1639	3
327.9639	3
328.7833	3
329.6000	3
330.4139	3
331.2611	3
332.0833	3
332.9111	3
333.7389	3
334.5944	3
335.4333	3
336.2472	3
337.1056	3
337.9333	3
338.7750	3
339.6111	3
340.4306	3
341.2667	3
342.0528	3
342.8583	3
343.6972	3
344.4861	3
345.3056	3
346.1222	3
346.9278	3
347.7611	3
348.5389	3
349.1556	8
350.1194	3
350.9722	3
351.8056	3
352.6167	3
353.2083	8
354.0833	3
354.7361	8
355.6972	3
356.3444	8
357.2806	3
357.9250	8
358.8944	3
359.7278	3
360.5444	3
361.1111	8
361.9972	3
362.8194	3
363.3722	14
363.6250	3
364.4250	3
365.2083	3
365.9639	3
366.7417	3
367.5167	3
368.2694	3
369.0139	3
369.5694	14
369.7833	3
370.5389	3
371.2917	3
372.0639	3
372.8417	3
373.5917	3
374.3583	3
375.1278	3
375.8667	3
376.6139	3
377.3361	3
378.0750	3
378.8056	3
379.5472	3
380.2806	3
381.0167	3
381.7528	3
382.4833	3
383.2333	3
383.9833	3
384.7222	3
385.4333	3
386.1889	3
386.9222	3
387.6500	3
388.3917	3
389.1417	3
389.8694	3
390.6000	3
391.3583	3
392.0917	3
392.8278	3
393.4806	8
394.2806	3
394.9972	3
395.7278	3
396.4444	3
397.1611	3
397.8667	3
398.5750	3
399.2778	3
399.9889	3
400.6944	3
401.3972	3
402.0833	3
402.7833	3
403.4889	3
404.1778	3
404.8861	3
405.5889	3
406.2778	3
406.9556	3
407.6639	3
408.3694	3
409.0556	3
409.7278	3
410.4139	3
411.0972	3
411.7722	3
412.4528	3
413.1361	3
413.8111	3
414.4861	3
415.1667	3
415.8500	3
416.5333	3
417.2167	3
417.8972	3
418.5611	3
419.2444	3
419.9194	3
420.5944	3
421.2611	3
421.9444	3
422.6111	3
423.2694	3
423.9278	3
424.6194	3
425.2889	3
425.9528	3
426.6139	3
427.3028	3
427.9611	3
428.6306	3
429.3139	3
430.0083	3
430.6778	3
431.3639	3
432.0444	3
432.7361	3
433.4139	3
434.0944	3
434.7639	3
435.4361	3
436.1167	3
436.7972	3
437.4694	3
438.1528	3
438.8417	3
439.3694	8
440.1583	3
440.8750	3
441.5806	3
442.2861	3
442.9806	3
443.6889	3
444.3889	3
445.0806	3
445.7861	3
446.5000	3
447.1917	3
447.8806	3
448.5694	3
449.0944	8
449.8583	3
450.5611	3
451.2500	3
451.9389	3
452.6278	3
453.3278	3
454.0389	3
454.7417	3
455.4583	3
456.1778	3
456.8833	3
457.6194	3
458.3417	3
459.0583	3
459.7722	3
460.5083	3
460.9889	5
461.7056	8
462.5806	3
463.3472	3
464.0778	3
464.8167	3
465.5583	3
466.3056	3
467.0417	3
467.7806	3
468.5139	3
469.2306	3
469.9583	3
470.6806	3
471.4111	3
472.1250	3
472.8389	3
473.5389	3
474.2778	3
474.9917	3
475.7222	3
476.4194	3
477.1556	3
477.8750	3
478.5944	3
479.3333	3
480.0667	3
480.7750	3
481.4722	3
482.2083	3
482.9111	3
483.6278	3
484.3250	3
485.0444	3
485.7333	3
486.4556	3
487.1694	3
487.9000	3
488.5972	3
489.3194	3
490.0361	3
490.7278	3
491.5028	3
492.2250	3
492.9361	3
493.6583	3
494.1333	5
494.9917	3
495.8417	3
496.5806	3
497.3056	3
498.0194	3
498.7639	3
499.3944	8
500.2028	3
500.7500	5
501.6722	3
502.3972	3
503.1167	3
503.8556	3
504.5750	3
505.2861	3
506.0056	3
506.6861	3
507.4472	3
508.1806	3
508.8889	3
509.6056	3
510.3194	3
511.0389	3
511.6306	8
512.4417	3
513.1639	3
513.8806	3
514.5944	3
515.3722	3
516.0528	3
516.7556	3
517.4528	3
517.9778	8
518.7667	3
519.4722	3
520.1917	3
520.9056	3
521.5889	3
522.2861	3
522.9833	3
523.6833	3
524.3722	3
525.0694	3
525.7583	3
526.4444	3
527.1306	3
527.8306	3
528.5194	3
529.2056	3
529.8972	3
530.4000	8
531.1722	3
531.8889	3
532.5806	3
533.2694	3
533.9583	3
534.6583	3
535.3417	3
536.0250	3
536.7250	3
537.3472	3
538.1083	3
538.8139	3
539.5472	3
540.2667	3
540.9889	3
541.7167	3
542.4583	3
543.1861	3
543.9250	3
544.6583	3
545.4000	3
546.1389	3
546.8889	3
547.6389	3
548.3944	3
549.1417	3
549.8917	3
550.6389	3
551.3944	3
552.1444	3
552.9056	3
553.6778	3
554.4444	3
554.9750	8
555.8194	3
556.6111	3
557.1528	8
558.0306	3
558.7917	3
559.5611	3
560.3194	3
561.0972	3
561.8694	3
562.6472	3
563.4306	3
564.2083	3
565.0028	3
565.7917	3
566.5694	3
567.3528	3
567.8361	5
568.9111	3
569.6917	3
570.4861	3
571.2556	3
572.0139	3
572.8056	3
573.5861	3
574.3611	3
575.1361	3
575.9306	3
576.6972	3
577.4694	3
578.2500	3
579.0111	3
579.7861	3
580.5444	3
581.3194	3
582.0889	3
582.8611	3
583.6222	3
584.3972	3
585.1667	3
585.9278	3
586.7139	3
587.4694	3
588.2083	3
588.9528	3
589.7167	3
590.4639	3
591.2000	3
591.9556	3
592.7056	3
593.4528	3
594.2139	3
594.9917	3
595.7444	3
596.5111	3
597.2861	3
598.0611	3
598.8500	3
599.6167	3
600.3944	3
