TIME(S)	ANN
251.3389	1
252.1028	1
252.8639	1
253.6250	1
254.3861	1
255.1583	1
255.9139	1
256.6806	1
257.4417	1
258.1833	1
258.9444	1
259.6750	1
260.4167	1
261.1806	1
261.9167	1
262.6833	1
263.2028	5
264.1806	1
264.9472	1
265.4250	5
266.4444	1
266.9694	5
267.9694	1
268.7139	1
269.4694	1
270.2000	1
270.9500	1
271.6722	1
272.4167	1
273.1778	1
273.9167	1
274.6611	1
275.4194	1
276.1750	1
276.9417	1
277.7028	1
278.4750	1
279.2639	1
280.0417	1
280.8111	1
281.6000	1
282.3778	1
283.1444	1
283.9000	1
284.6750	1
285.4583	1
286.2139	1
286.9917	1
287.7667	1
288.5361	1
289.3111	1
289.8028	5
290.8139	1
291.5833	1
292.3278	1
292.7972	5
293.8139	1
294.5556	1
295.2778	1
296.0083	1
296.7278	1
297.4806	1
298.2111	1
298.9556	1
299.7361	1
300.5111	1
301.2833	1
302.0639	1
302.8417	1
303.6444	1
304.4139	1
305.1833	1
305.9806	1
306.7528	1
307.4972	1
308.2667	1
309.0250	1
309.8056	1
310.5694	1
311.3306	1
312.1139	1
312.8861	1
313.6472	1
314.4028	1
315.1583	1
315.9306	1
316.6750	1
317.4250	1
318.1861	1
318.9444	1
319.6778	1
320.4306	1
321.2000	1
321.9722	1
322.7306	1
323.4944	1
324.2694	1
325.0222	1
325.7861	1
326.5278	1
327.2667	1
328.0361	1
328.7694	1
329.5000	1
330.2611	1
331.0028	1
331.7306	1
332.4694	1
333.2056	1
333.9639	1
334.7056	1
335.4389	1
336.1944	1
336.9500	1
337.6944	1
338.4333	1
339.1806	1
339.9472	1
340.6806	1
341.4194	1
342.1806	1
342.9250	1
343.6500	1
344.3917	1
345.1361	1
345.8889	1
346.6306	1
347.3667	1
348.1333	1
348.8833	1
349.3917	5
350.3667	1
351.1083	1
351.8667	1
352.5972	1
353.3306	1
354.0889	1
354.8306	1
355.5611	1
356.3222	1
357.0722	1
357.8306	1
358.5917	1
359.3417	1
360.1083	1
360.8639	1
361.6111	1
362.3694	1
363.1139	1
363.8806	1
364.6472	1
365.3972	1
366.1667	1
366.7250	5
367.6528	1
368.4139	1
369.1611	1
369.9167	1
370.6694	1
371.4111	1
372.1806	1
372.9361	1
373.6806	1
374.1611	5
375.1750	1
375.9333	1
376.6917	1
377.4361	1
378.1889	1
378.9444	1
379.6889	1
380.4500	1
381.1833	1
381.9250	1
382.6972	1
383.4306	1
384.1750	1
384.9361	1
385.6917	1
386.4111	1
387.1528	1
387.8917	1
388.6444	1
389.3806	1
390.1167	1
390.8750	1
391.3750	5
392.3528	1
393.1028	1
393.8500	1
394.6139	1
395.3583	1
396.1056	1
396.8889	1
397.6472	1
398.3889	1
399.1472	1
399.8972	1
400.6611	1
401.4139	1
402.1556	1
402.9250	1
403.6583	1
404.3833	1
405.1250	1
405.8583	1
406.6028	1
407.3444	1
408.0750	1
408.8278	1
409.5750	1
410.2944	1
411.0528	1
411.7889	1
412.5389	1
413.3083	1
413.8361	5
414.8139	1
415.5667	1
416.3167	1
416.8417	5
417.7972	1
418.5556	1
419.3056	1
420.0472	1
420.8139	1
421.5722	1
422.3083	1
423.0639	1
423.8028	1
424.3000	5
425.2972	1
426.0389	1
426.7861	1
427.2833	5
428.2389	1
428.9806	1
429.7028	1
430.4306	1
431.1833	1
431.9111	1
432.6722	1
433.4472	1
434.2000	1
434.7333	5
435.7056	1
436.4444	1
437.2056	1
437.9444	1
438.6722	1
439.4139	1
440.1528	1
440.8750	1
441.6000	1
442.3306	1
443.0806	1
443.7944	1
444.5306	1
445.2889	1
446.0222	1
446.7444	1
447.4806	1
448.2028	1
448.9361	1
449.6750	1
450.3889	1
451.1361	1
451.8667	1
452.5889	1
453.3278	1
454.0667	1
454.8167	1
455.5611	1
456.3028	1
457.0583	1
457.8056	1
458.3167	5
459.2722	1
460.0000	1
460.7194	1
461.4639	1
462.1750	1
462.8889	1
463.6306	1
464.3583	1
465.0694	1
465.8028	1
466.5278	1
467.0361	5
467.9972	1
468.7333	1
469.4833	1
470.2111	1
470.9278	1
471.5000	5
472.3833	1
473.1083	1
473.8556	1
474.5556	1
475.2778	1
476.0167	1
476.7361	1
477.4528	1
478.1806	1
478.9111	1
479.6500	1
480.3861	1
481.1222	1
481.6444	5
482.6167	1
483.3444	1
484.0778	1
484.8000	1
485.5472	1
486.2778	1
487.0000	1
487.7444	1
488.4806	1
489.2028	1
489.9472	1
490.4417	5
491.4083	1
492.1639	1
492.8944	1
493.6417	1
494.3806	1
495.1194	1
495.8528	1
496.3944	5
497.3167	1
498.0722	1
498.7917	1
499.5194	1
500.2694	1
500.9917	1
501.7278	1
502.4611	1
503.1861	1
503.7111	5
504.6833	1
505.4222	1
506.1778	1
506.9333	1
507.6667	1
508.4139	1
509.1722	1
509.6806	5
510.7000	1
511.4556	1
512.2444	1
512.7583	5
513.7500	1
514.5083	1
515.2583	1
516.0222	1
516.7778	1
517.5333	1
518.2917	1
519.0528	1
519.7833	1
520.5222	1
521.2722	1
522.0306	1
522.7583	1
523.4889	1
524.2500	1
524.9889	1
525.7222	1
526.4639	1
527.1972	1
527.9556	1
528.7000	1
529.1944	5
530.1944	1
530.9417	1
531.6611	1
532.3944	1
533.1194	1
533.8750	1
534.6000	1
535.3250	1
536.0833	1
536.8194	1
537.5361	1
538.2861	1
539.0222	1
539.7528	1
540.5139	1
541.2500	1
541.9944	1
542.7444	1
543.4861	1
544.0194	5
544.9500	1
545.7056	1
546.4389	1
547.1722	1
547.9028	1
548.6472	1
549.3861	1
550.1194	1
550.8528	1
551.5806	1
552.3389	1
553.0778	1
553.8167	1
554.3250	5
555.3167	1
556.0417	1
556.7861	1
557.5194	1
558.2556	1
558.9861	1
559.7167	1
560.4667	1
561.2000	1
561.9389	1
562.6944	1
563.4333	1
564.1917	1
564.9556	1
565.7083	1
566.2111	5
567.2417	1
568.0000	1
568.7694	1
569.5278	1
570.2861	1
570.7917	5
571.8139	1
572.6028	1
573.1917	5
574.1333	1
574.9028	1
575.6583	1
576.4250	1
577.1972	1
577.9583	1
578.7500	1
579.2389	5
580.2722	1
581.0528	1
581.8222	1
582.3222	5
583.3444	1
584.1056	1
584.8750	1
585.4000	5
586.3722	1
587.1222	1
587.8694	1
588.6361	1
589.3750	1
590.1083	1
590.8778	1
591.6028	1
592.3222	1
592.8278	5
593.7889	1
594.5250	1
595.2583	1
595.9806	1
596.7278	1
597.4611	1
598.1778	1
598.6833	5
599.6389	1
600.3889	1
