TIME(S)	ANN
420.5750	1
421.3889	1
422.1500	1
422.8806	1
423.6389	1
424.3917	1
425.1861	1
426.0056	1
426.7889	1
427.5611	1
428.3139	1
429.0833	1
429.8361	1
430.5806	1
431.3639	1
432.1889	1
432.9583	1
433.7000	1
434.4306	1
435.1333	1
435.8500	1
436.5778	1
437.3056	1
438.0417	1
438.7778	1
439.5361	1
440.2472	1
440.9167	1
441.5944	1
442.2917	1
442.9972	1
443.7167	1
444.4472	1
445.1667	1
445.8528	1
446.5417	1
447.2361	1
447.9278	1
448.6083	1
449.3444	1
450.0972	1
450.8556	1
451.5917	1
452.3194	1
453.0361	1
453.7833	1
454.5250	1
455.2750	1
456.0611	1
456.8361	1
457.5861	1
458.3083	1
459.0167	1
459.7194	1
460.4333	1
461.2000	1
461.9472	1
462.6944	1
463.4472	1
464.1972	1
464.9194	1
465.6694	1
466.4222	1
467.1972	1
468.0111	1
468.8444	1
469.6500	1
470.4139	1
471.1917	1
471.9639	1
472.7806	1
473.5972	1
474.2194	8
475.2056	1
476.0306	1
476.8111	1
477.5583	1
478.3306	1
479.1139	1
479.9333	1
480.7417	1
481.5306	1
482.3028	1
483.0750	1
483.8222	1
484.5861	1
485.3806	1
486.1750	1
487.0083	1
487.8000	1
488.5472	1
489.2917	1
490.0750	1
490.8278	1
491.5972	1
492.3556	1
493.1194	1
493.8806	1
494.6083	1
495.3222	1
496.0500	1
496.7806	1
497.5472	1
498.3000	1
499.0611	1
499.7972	1
500.5056	1
501.2306	1
501.9583	1
502.6778	1
503.4333	1
504.2306	1
505.0306	1
505.7889	1
506.5361	1
507.2889	1
508.0444	1
508.8361	1
509.6528	1
510.4944	1
511.3083	1
512.1139	1
512.9139	1
513.7028	1
514.4806	1
515.3056	1
516.1889	1
517.0472	1
517.8556	1
518.6583	1
519.4583	1
520.2528	1
521.0472	1
521.8667	1
522.7194	1
523.5583	1
524.3417	1
525.1194	1
525.9167	1
526.7333	1
527.5806	1
528.4111	1
529.2472	1
530.0556	1
530.8667	1
531.6528	1
532.4278	1
533.2694	1
534.1139	1
534.9306	1
535.7278	1
536.5167	1
537.2861	1
538.0639	1
538.8722	1
539.6694	1
540.4833	1
541.3000	1
542.1000	1
542.8500	1
543.6139	1
544.3833	1
545.1889	1
546.0000	1
546.7972	1
547.5889	1
548.3722	1
549.1250	1
549.8611	1
550.6222	1
551.4000	1
552.1972	1
552.9861	1
553.7583	1
554.4972	1
555.2611	1
556.0028	1
556.7611	1
557.5389	1
558.3139	1
559.0861	1
559.8472	1
560.5722	1
561.2972	1
562.0528	1
562.8167	1
563.6000	1
564.3944	1
565.1889	1
565.9472	1
566.7250	1
567.4972	1
568.2611	1
569.0389	1
569.8833	1
570.7194	1
571.4917	1
572.2667	1
573.0222	1
573.7972	1
574.5667	1
575.3611	1
576.1694	1
577.0111	1
577.7889	1
578.5472	1
579.3000	1
580.0611	1
580.8333	1
581.6444	1
582.4528	1
583.2583	1
584.0444	1
584.8167	1
585.5806	1
586.3472	1
587.1222	1
587.9278	1
588.7528	1
589.5222	1
590.2833	1
591.0472	1
591.8278	1
592.5722	1
593.3500	1
594.1500	1
594.9472	1
595.7361	1
596.4944	1
597.2361	1
598.0000	1
598.7861	1
599.5833	1
600.3917	1
