TIME(S)	ANN
544.7472	1
545.3028	5
546.5944	1
547.5389	1
548.4472	1
549.3222	1
550.2556	1
550.7722	5
552.0917	1
553.0611	1
553.9833	1
554.8806	1
555.7889	1
556.3139	5
557.6639	1
558.6167	1
559.5306	1
560.4306	1
561.3389	1
561.8556	5
563.1778	1
564.1306	1
565.0389	1
565.8972	1
566.8056	1
567.6861	1
567.9528	28
568.2194	5
569.5500	1
570.4444	1
570.9750	5
572.3472	1
573.2583	1
573.7833	5
575.1361	1
576.0639	1
576.5861	5
577.8972	1
578.8278	1
579.3667	5
580.6778	1
581.6056	1
582.1389	5
583.4528	1
584.0056	5
585.3306	1
586.2194	1
586.7667	5
588.0417	1
588.9639	1
589.5111	5
590.7944	1
591.6778	1
592.1944	5
593.4722	1
594.0139	5
595.3111	1
596.1694	1
596.7250	5
597.9722	1
598.8333	1
599.3694	5
600.7028	1
